LotShape,Utilities,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,OverallQual,OverallCond
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,8,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,Ex,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Gd,Y,FuseA,TA,Typ,NA,Unf,Fa,Fa,Y,NA,5,5
Reg,AllPub,Gtl,Gd,TA,Gd,Gd,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,ALQ,LwQ,TA,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Rec,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,BLQ,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,NA,NA,NA,N,NA,5,8
Reg,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,7,3
IR1,AllPub,Gtl,Gd,Gd,Gd,Gd,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,Gd,Fa,Fa,No,Unf,Unf,Ex,Y,SBrkr,Fa,Typ,Gd,Unf,Fa,TA,Y,NA,5,7
IR1,AllPub,Gtl,TA,Gd,NA,NA,NA,NA,NA,Ex,N,SBrkr,TA,Typ,NA,Unf,TA,TA,N,NA,4,3
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Ex,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,NA,NA,NA,Y,NA,4,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,4
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,BLQ,Ex,Y,SBrkr,TA,Maj1,TA,RFn,TA,TA,Y,NA,5,4
Reg,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,Rec,Gd,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,6,8
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Ex,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Ex,Y,FuseA,TA,Min2,Gd,Unf,TA,TA,Y,NA,3,5
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
IR2,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,Fa,NA,NA,NA,NA,NA,TA,Y,SBrkr,TA,Min1,TA,Unf,TA,TA,Y,NA,5,4
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,4,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,6
Reg,AllPub,Mod,TA,TA,TA,TA,Av,Rec,Unf,Ex,Y,FuseA,TA,Min2,Gd,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
IR2,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,6
IR1,AllPub,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
IR1,AllPub,Mod,TA,TA,TA,TA,Mn,Rec,LwQ,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,Fa,Y,NA,6,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Fa,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,3,4
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,N,SBrkr,TA,Min2,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,6,6
IR1,AllPub,Gtl,TA,TA,TA,TA,Mn,BLQ,Rec,Ex,Y,SBrkr,TA,Typ,Po,RFn,TA,TA,Y,NA,5,6
Reg,AllPub,Mod,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,7
Reg,AllPub,Mod,TA,TA,TA,TA,Gd,GLQ,LwQ,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Gd,Y,SBrkr,TA,Maj1,Gd,Fin,TA,TA,Y,NA,6,4
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,Fa,Fa,Mn,Unf,Unf,Fa,Y,FuseA,TA,Typ,TA,Unf,TA,TA,P,NA,5,3
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,7,6
Reg,AllPub,Gtl,TA,TA,Fa,TA,No,ALQ,Unf,Gd,Y,SBrkr,Gd,Min1,TA,Unf,TA,TA,Y,NA,5,8
IR1,AllPub,Gtl,TA,TA,TA,TA,Mn,BLQ,Rec,Ex,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Gd,Gd,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Fa,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,6,6
IR2,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Maj1,NA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Fa,N,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,3,4
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,BLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Fa,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,8
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Rec,Ex,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,Gd,Typ,NA,NA,NA,NA,Y,NA,6,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,6
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,Fa,No,Rec,Unf,TA,N,FuseF,Fa,Typ,NA,Unf,TA,TA,N,NA,2,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,Fa,Fin,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
IR3,AllPub,Gtl,Gd,TA,Ex,Gd,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,7,6
IR1,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,Unf,TA,Y,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,Gd,TA,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Min2,NA,RFn,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,Y,FuseA,TA,Typ,NA,RFn,TA,TA,Y,NA,5,5
Reg,AllPub,Mod,TA,TA,TA,TA,No,Unf,Unf,TA,Y,FuseA,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,4,3
Reg,AllPub,Gtl,TA,Ex,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,5,9
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,Fa,Typ,TA,Unf,Fa,Fa,Y,NA,4,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
IR3,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,Gd,Min2,TA,Unf,TA,TA,Y,NA,4,3
Reg,AllPub,Gtl,TA,TA,Gd,TA,Mn,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,TA,Y,SBrkr,Fa,Typ,NA,Unf,Fa,TA,N,NA,6,4
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,Av,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,N,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,Unf,Unf,Gd,N,SBrkr,TA,Typ,NA,NA,NA,NA,N,NA,5,8
IR1,AllPub,Mod,TA,TA,TA,TA,Gd,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,TA,Fa,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Maj1,Gd,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,5,3
Reg,AllPub,Gtl,TA,Fa,Gd,TA,No,BLQ,Unf,Fa,N,FuseA,Fa,Typ,NA,Unf,TA,TA,Y,NA,4,4
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,TA,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,Fa,Typ,Gd,Unf,TA,TA,Y,NA,7,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,7,7
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,7,9
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,FuseA,Gd,Typ,Gd,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,Fa,Typ,Gd,Fin,TA,TA,Y,NA,5,4
IR1,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,GLQ,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,Gd,Gd,TA,TA,Av,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,8
IR1,AllPub,Gtl,TA,TA,TA,TA,Gd,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,7,6
IR1,AllPub,Gtl,Gd,Gd,Gd,TA,Gd,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,Fa,RFn,TA,TA,Y,NA,5,8
Reg,AllPub,Gtl,TA,Gd,TA,TA,Gd,ALQ,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,5,8
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,TA,RFn,Gd,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Fa,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,Po,Fin,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,Fa,TA,Y,NA,4,4
IR1,AllPub,Gtl,TA,TA,Gd,TA,Gd,ALQ,Rec,Ex,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,6,7
IR1,AllPub,Gtl,Gd,Gd,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,10,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,Y,SBrkr,TA,Typ,Po,Fin,TA,TA,Y,Gd,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,BLQ,TA,Y,SBrkr,Ex,Maj1,Gd,NA,NA,NA,Y,NA,5,6
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,8
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,N,NA,6,8
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Unf,Fa,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Gd,Y,SBrkr,TA,Min2,Gd,NA,NA,NA,N,NA,5,5
IR2,AllPub,Gtl,TA,TA,Gd,TA,No,LwQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Mod,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,TA,Fin,TA,TA,Y,Ex,10,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,6
